DATAFLOW,LAST UPDATE,freq,nrg_bal,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Iceland,2020,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Iceland,2021,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Italy,2020,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Italy,2021,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Italy,2022,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Italy,2023,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Lithuania,2020,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Lithuania,2021,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Lithuania,2022,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Lithuania,2023,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Luxembourg,2020,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Luxembourg,2021,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Luxembourg,2022,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Luxembourg,2023,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Latvia,2020,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Latvia,2021,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Latvia,2022,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Latvia,2023,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Moldova,2020,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Moldova,2021,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Moldova,2022,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Montenegro,2020,400.200,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Montenegro,2021,370.838,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Montenegro,2022,415.567,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,North Macedonia,2020,684.957,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,North Macedonia,2021,551.851,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,North Macedonia,2022,711.047,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Malta,2020,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Malta,2021,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Malta,2022,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Malta,2023,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Netherlands,2020,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Netherlands,2021,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Netherlands,2022,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Netherlands,2023,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Norway,2020,46.085,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Norway,2021,81.389,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Norway,2022,78.525,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Poland,2020,40031.750,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Poland,2021,42042.230,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Poland,2022,40666.771,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Poland,2023,35351.741,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Portugal,2020,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Portugal,2021,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Portugal,2022,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Portugal,2023,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Romania,2020,2591.833,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Romania,2021,3006.285,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Romania,2022,2775.076,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Romania,2023,2245.552,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Serbia,2020,7205.347,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Serbia,2021,6282.456,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Serbia,2022,5978.885,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Sweden,2020,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Sweden,2021,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Sweden,2022,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Sweden,2023,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Slovenia,2020,865.371,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Slovenia,2021,716.078,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Slovenia,2022,653.979,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Slovenia,2023,700.970,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Slovakia,2020,244.383,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Slovakia,2021,272.168,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Slovakia,2022,206.312,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Slovakia,2023,179.089,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Türkiye,2020,15006.397,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Türkiye,2021,17151.127,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Türkiye,2022,27859.142,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Ukraine,2020,12689.685,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Kosovo*,2020,1561.876,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Kosovo*,2021,1590.558,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Kosovo*,2022,1542.714,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Manufactured gases,Thousand tonnes of oil equivalent,Albania,2020,,z
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Manufactured gases,Thousand tonnes of oil equivalent,Albania,2021,,z
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Manufactured gases,Thousand tonnes of oil equivalent,Albania,2022,,z
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Manufactured gases,Thousand tonnes of oil equivalent,Austria,2020,,z
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Manufactured gases,Thousand tonnes of oil equivalent,Austria,2021,,z
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Manufactured gases,Thousand tonnes of oil equivalent,Austria,2022,,z
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Manufactured gases,Thousand tonnes of oil equivalent,Austria,2023,,z
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Manufactured gases,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2020,,z
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Manufactured gases,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2021,,z
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Manufactured gases,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2022,,z
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Manufactured gases,Thousand tonnes of oil equivalent,Belgium,2020,,z
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Manufactured gases,Thousand tonnes of oil equivalent,Belgium,2021,,z
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Manufactured gases,Thousand tonnes of oil equivalent,Belgium,2022,,z
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Manufactured gases,Thousand tonnes of oil equivalent,Belgium,2023,,z
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Manufactured gases,Thousand tonnes of oil equivalent,Bulgaria,2020,,z
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Manufactured gases,Thousand tonnes of oil equivalent,Bulgaria,2021,,z
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Manufactured gases,Thousand tonnes of oil equivalent,Bulgaria,2022,,z
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Manufactured gases,Thousand tonnes of oil equivalent,Bulgaria,2023,,z
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Manufactured gases,Thousand tonnes of oil equivalent,Cyprus,2020,,z
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Manufactured gases,Thousand tonnes of oil equivalent,Cyprus,2021,,z
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Manufactured gases,Thousand tonnes of oil equivalent,Cyprus,2022,,z
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Manufactured gases,Thousand tonnes of oil equivalent,Cyprus,2023,,z
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Manufactured gases,Thousand tonnes of oil equivalent,Czechia,2020,,z
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Manufactured gases,Thousand tonnes of oil equivalent,Czechia,2021,,z
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Manufactured gases,Thousand tonnes of oil equivalent,Czechia,2022,,z
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Manufactured gases,Thousand tonnes of oil equivalent,Czechia,2023,,z
